Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Seychelles,1035.0,1061.0,1033.0,1037.0,1169.0,1209.0,1303.0,1458.0,1534.0,1553.0,1595.0,1061.0,2399.0,1033.0,2399.0,1037.0,2399.0,2399.0,1209.0,1303.0,1458.0,1660.0,1837.0,1833.5,1830.0,1826.5,1823.0,1819.5,1816.0,1812.5,1809.0,1805.5,1802.0,1552.0,1662.0,1739.0,1730.5,1722.0,1684.0,1643.0,1600.0,1654.0,1708.0,1603.0,1689.0,1635.5,1582.0,1611.0,1475.0,1412.0,1460.0,1127.6666666666667,795.3333333333334,463.0,1481.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0
Sierra Leone,4515.0,4353.0,4461.0,4535.0,4942.0,4993.0,5531.0,5662.0,5650.0,6296.0,6573.0,4353.0,4461.0,4535.0,4942.0,4919.0,5418.0,5555.0,5523.0,6155.0,6219.861111111111,6284.722222222223,6349.583333333333,6414.444444444444,6479.305555555556,6544.166666666667,6609.027777777777,6673.888888888889,6738.75,6803.611111111111,6868.472222222223,6933.333333333333,6998.194444444444,7063.055555555556,7127.916666666667,7192.777777777777,7257.638888888889,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5,7322.5
Singapore,9402.0,12477.0,14035.0,15902.0,15826.0,24740.0,22022.0,22649.0,20221.0,21781.0,63720.0,46371.0,48116.0,1196.0,54548.0,57029.0,57812.0,60892.0,62685.0,63572.0,60197.142857142855,56822.28571428572,53447.42857142857,50072.57142857143,46697.71428571429,43322.857142857145,39948.0,42783.0,38364.0,39441.0,40779.0,65345.25,89911.5,79605.0,69298.5,58992.0,48685.5,38379.0,41497.666666666664,44616.333333333336,47735.0,48424.5,49114.0,49402.0,50225.0,49554.0,48396.42857142857,47238.857142857145,46081.28571428572,44923.71428571428,43766.142857142855,42608.57142857143,41451.0,40760.0,37485.0,37174.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0,37492.0
Sint Maarten,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0
Sint Maarten (Dutch part),432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,414.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
Slovakia,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,66370.0,61427.0,60123.0,59310.0,58446.0,57582.0,54359.0,51136.0,50841.0,51713.0,53747.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0,54430.0
Slovenia,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,54725.0,42746.0,30767.0,18788.0,18165.0,17856.0,17533.0,17505.0,17477.0,17501.0,17321.0,17961.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0,18157.0
South Africa,174347.0,177012.0,184038.0,204644.0,268522.0,286340.0,297259.0,303100.0,149711.0,155536.0,157424.0,129003.0,180344.0,187124.0,193972.0,153623.0,418521.0,297369.0,310670.0,152852.0,154996.14285714287,157140.2857142857,159284.42857142858,161428.57142857142,163572.7142857143,165716.85714285713,167861.0,164467.0,158032.0,179948.9705882353,201865.9411764706,223782.91176470587,245699.88235294117,267616.85294117645,289533.82352941175,311450.79411764705,333367.76470588235,355284.73529411765,377201.70588235295,399118.67647058825,421035.6470588235,442952.6176470588,464869.5882352941,486786.5588235294,508703.5294117647,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,266030.25,1440.0,530620.5,498.0,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5,530620.5
South Africa White Population,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0,89596.0
South Korea,19998.0,19998.0,700742.0,940917.0,709671.0,817965.0,787581.0,592941.5,398302.0,203662.5,9023.0,8785.0,8547.0,8309.0,8071.0,7833.0,7595.0,7357.0,7119.0,6881.0,76048.84615384616,145216.6923076923,214384.53846153847,283552.3846153846,352720.23076923075,421888.07692307694,491055.9230769231,560223.7692307692,629391.6153846154,698559.4615384615,767727.3076923077,836895.1538461539,906063.0,917860.0,926605.0,931368.0,911746.5454545454,892125.0909090909,872503.6363636364,852882.1818181819,833260.7272727273,813639.2727272727,794017.8181818182,774396.3636363636,754774.9090909091,735153.4545454546,715532.0,690939.0,672911.0,633597.0,608140.6666666666,582684.3333333334,557228.0,494625.0,493471.0,476052.0,438062.0,292047.3333333334,146032.6666666667,18.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0
Southern Yemen,5856.0,5856.0,5856.0,5856.0,5856.0,5856.0,5856.0,5856.0,5856.0,5856.0,5856.0,2459.0,2453.0,2975.0,3330.0,3417.0,4041.0,4524.0,4819.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0,5412.0
Spain,598776.0,562376.0,564517.0,590123.0,586462.0,574995.0,595748.0,605208.0,643317.0,646231.0,647685.6666666666,649140.3333333334,650595.0,652049.6666666666,653504.3333333334,654959.0,656413.6666666666,657868.3333333334,659323.0,660777.6666666666,662232.3333333334,663687.0,664770.0,665569.0,666336.0,680540.0,669378.0,677456.0,145096.0,93248.0,96175.0,314215.0,532255.0,512702.0,493149.0,473596.0,454043.0,434490.0,351908.6,269327.2,186745.80000000002,104164.40000000002,21583.0,19982.0,19793.0,19463.0,19134.0,362626.0,369035.0,365193.0,378922.0,392651.0,406380.0,418846.0,441881.0,454591.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0,465616.0
Spanish Guinea,1827.0,2317.0,2296.0,2381.0,2138.0,1788.125,2301.0,2133.0,2457.0,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125,2711.125
Spanish North Africa,1685.0,1685.0,1685.0,1685.0,1685.0,1685.0,1685.0,1685.0,1685.0,1685.0,1685.0,3031.0,2972.0,2896.0,1749.0,2682.0,2780.0,2908.0,3211.0,3366.0,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5,1036.5
Spanish Possessions in North Africa,3005.0,3031.0,2972.0,2896.0,2726.0,2724.5,2953.0,2930.0,3204.5,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0,3197.0
Spanish Sahara,487.0,487.0,509.0,503.0,501.0,499.0,497.0,495.0,493.0,491.0,489.0,487.0,509.0,350.5,192.0,188.0,154.5,121.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
Sri Lanka,421458.0,421458.0,421458.0,421458.0,421458.0,421458.0,421458.0,421458.0,421458.0,421458.0,421458.0,323643.0,313662.0,385383.0,313532.0,374536.0,383574.0,403683.0,414036.0,394870.0,410885.0,367901.0,381780.0,384066.0,383225.0,382384.0,381543.0,380702.0,351873.5,323045.0,294216.5,265388.0,236559.5,207731.0,207731.0,207731.0,207731.0,207731.0,207731.0,207731.0,219335.0,230939.0,242543.0,254147.0,265751.0,277355.0,288959.0,300563.0,312167.0,323771.0,335375.0,346979.0,358583.0,363549.0,363343.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0,360220.0
St. Helena,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,136.0,134.0,149.0,140.0,121.0,140.0,127.0,120.0,129.0,127.44444444444444,125.88888888888889,124.33333333333333,122.77777777777777,121.22222222222223,119.66666666666667,118.11111111111111,116.55555555555556,115.0,113.44444444444444,111.88888888888889,110.33333333333333,108.77777777777777,107.22222222222223,105.66666666666667,104.11111111111111,102.55555555555556,101.0,55.0,59.25,63.5,67.75,72.0,78.0,69.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
St. Helena ex. dep,149.0,136.0,134.0,149.0,140.0,121.0,140.0,127.0,120.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0
St. Kitts-Nevis and Anguilla,1612.0,1682.0,1741.0,1832.0,1964.0,2226.0,2494.0,2418.0,2697.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0,2520.0
St. Kitts-Nevis-Anguilla,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,55018.75,36956.5,18894.25,832.0,2226.0,2084.5714285714284,1943.142857142857,1801.7142857142858,1660.2857142857142,1518.857142857143,1377.4285714285716,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0
St. Lucia,2758.0,2820.0,2892.0,2906.0,3069.0,3090.0,3549.0,3571.0,3924.0,3952.0,4108.0,2820.0,2892.0,2906.0,3069.0,3090.0,1873.5,3549.0,1873.5,3571.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0
St. Pierre and Miquelon,124.0,135.0,125.0,118.0,108.0,118.0,124.0,125.8,127.6,129.4,131.2,133.0,130.0,127.0,108.0,110.66666666666667,113.33333333333333,116.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
St. Vincent,2593.0,2662.0,2930.0,2906.0,3069.0,3117.0,3607.0,3601.0,3765.5,3930.0,4051.0,2662.0,2930.0,2906.0,3069.0,3117.0,3607.0,3601.0,4261.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0
St. Vincent and the Grenadines,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,667.75,1075.8,1483.85,1891.9,2299.95,2708.0,2704.3333333333335,2700.6666666666665,2697.0,2693.3333333333335,2689.6666666666665,2686.0,2615.0,2544.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0,2473.0
Sudan,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0,530551.0
Suriname,6863.0,6863.0,6863.0,6863.0,6863.0,6863.0,6863.0,6863.0,6863.0,6863.0,6863.0,6863.0,7710.0,8453.0,8878.0,9154.0,9458.0,10177.0,15617.333333333332,21057.666666666664,26498.0,31938.333333333332,37378.666666666664,42819.0,48259.33333333333,53699.666666666664,59140.0,59190.0,57976.0,76398.90625,94821.8125,113244.71875,131667.625,131667.625,131667.625,131667.625,131667.625,54080.0,53000.0,54162.0,55324.0,55039.0,54754.0,54190.0,56210.0,40604.333333333336,24998.666666666668,9393.0,10794.0,10524.75,10255.5,9986.25,9717.0,10188.0,9634.0,9062.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0,8657.0
Sweden,121272.0,115414.0,110168.0,110192.0,110144.0,105096.0,107305.0,107960.0,107168.0,105567.0,105948.91666666667,106330.83333333333,106712.75,107094.66666666667,107476.58333333333,107858.5,108240.41666666667,108622.33333333333,109004.25,109386.16666666667,109768.08333333333,110150.0,114484.0,112273.0,109663.0,109705.0,103632.0,98345.0,80594.0,91438.8,102283.6,113128.4,123973.2,134818.0,126601.0,118384.0,110167.0,101950.0,104677.0,112000.0,115900.0,125359.0,134818.0,134818.0,134818.0,134818.0,134818.0,95297.0,90502.0,88384.0,88173.0,89819.5,91466.0,95815.0,99157.0,100928.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0,101346.0
Switzerland,85308.0,84776.0,81903.0,83549.0,83029.0,83741.0,85331.0,87912.0,90823.0,91421.0,90070.58823529411,88720.17647058824,87369.76470588235,86019.35294117648,84668.94117647059,83318.5294117647,81968.11764705883,80617.70588235294,79267.29411764706,77916.88235294117,76566.47058823529,75216.05882352941,73865.64705882352,72515.23529411765,71164.82352941176,69814.41176470587,68464.0,49322.5,72829.0,49322.5,73226.0,83645.5,94065.0,92748.0,93318.5,93889.0,98286.0,76320.0,76505.0,80345.0,81200.0,97297.25,113394.5,113394.5,112825.75,112257.0,97632.0,83007.0,79485.0,78949.0,73473.0,73491.0,73509.0,72372.0,71848.0,73082.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0,72903.0
Syria,113499.0,113499.0,113499.0,113499.0,113499.0,113499.0,113499.0,113499.0,113499.0,113499.0,113499.0,72382.0,83091.0,86987.0,89277.0,82023.0,80571.0,151366.875,99186.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0,113964.0
Syrian Arab Republic,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,191728.0,201988.0,231505.0,274731.0,317957.0,361183.0,345356.0,395735.0,353788.0,363241.75,372695.5,382149.25,391603.0,401056.75,410510.5,419964.25,429418.0,478136.0,435795.0,420826.6666666667,405858.3333333333,390890.0,404948.0,433324.0,399330.0,317022.5,234715.0,332626.0,329148.0,394169.3333333333,459190.6666666667,524212.0,471970.0,492639.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0,491476.0
Tajikistan,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,212598.0,179534.0,186504.0,176958.70833333334,167413.41666666666,157868.125,148322.83333333334,138777.54166666666,129232.25,129232.25,129232.25,153585.125,177938.0,179600.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0,180800.0
Tanzania,6057.0,5541.0,5359.0,5198.0,4695.0,5548.0,5463.0,5561.0,5211.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0,5204.0
Thailand,57029.0,57029.0,57029.0,57029.0,57029.0,57029.0,131025.6,205022.2,279018.80000000005,353015.4,427012.0,521080.0,1552741.0,573460.0,607188.0,681192.0,230784.0,1837786.375,1837786.375,1837786.375,291147.0,145293.0,221228.0,1189950.0,245282.0,689044.0,1132806.0,166292.0,1156504.0,1132937.5,1109371.0,1085804.5,1062238.0,424399.0,419221.0,956680.0,957233.7142857143,957787.4285714285,958341.1428571428,958894.8571428572,959448.5714285715,960002.2857142857,960556.0,964557.0,962402.5,960248.0,939366.6666666666,918485.3333333334,897604.0,870809.25,844014.5,817219.75,790425.0,782911.0,742183.0,813069.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0,809485.0
The Former Yugoslav Republic of Macedonia,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,32154.0,31403.0,29478.0,28393.5,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0,27309.0
