Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Malawi,85.0,85.0,85.0,85.0,85.0,85.0,21912.6,43740.2,65567.79999999999,87395.4,109223.0,998701.5555555555,1888180.111111111,2777658.6666666665,3667137.222222222,4556615.777777778,5446094.333333333,6335572.888888888,7225051.444444444,8114530.0,8138694.0,7742857.45,7347020.9,6951184.35,6555347.8,6159511.25,5763674.7,5367838.15,4972001.6,4576165.05,4180328.5,3784491.95,3388655.4000000004,2992818.85,2596982.3000000003,2201145.75,1805309.2000000002,1409472.6500000001,1013636.1000000002,617799.5500000003,221963.0,217205.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0,213705.0
Malaysia,73094.0,76580.0,75388.0,69897.0,2970.0,70934.0,68408.0,4380.0,3226.0,8770.181818181818,14314.363636363636,19858.545454545456,25402.727272727272,30946.90909090909,36491.09090909091,42035.27272727273,47579.454545454544,53123.63636363636,58667.81818181818,64212.0,65043.0,65874.0,66705.0,67536.0,68367.0,66475.0,65282.0,68930.0,73903.66666666667,78877.33333333333,83851.0,85646.0,87175.0,89702.0,91700.0,97042.0,97906.0,99579.5,101253.0,102926.5,104600.0,105900.0,111700.0,113950.0,116200.0,115084.0,118167.0,124857.0,128962.0,132212.5,135463.0,138692.0,142202.0,145648.0,153924.5,162201.0,168168.0,172031.0,173746.0,166507.0,224931.0,206780.0,196965.0,196965.0
Maldives,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,2259.125,1652.0,1719.5,1787.0,1963.0,1855.5,1748.0,1677.5,1607.0,1511.0,1525.0,1526.0,1472.6666666666667,1419.3333333333333,1366.0,1330.0,1319.0,1300.923076923077,1282.8461538461538,1264.7692307692307,1246.6923076923076,1228.6153846153845,1210.5384615384614,1192.4615384615386,1174.3846153846155,1156.3076923076924,1138.2307692307693,1120.1538461538462,1102.076923076923,1084.0,1119.0,1083.0,1163.0,1150.0,1137.0,1135.0,1120.0,1143.0,1184.5,1226.0,1241.0,1216.0,1041.0,1276.5,1512.0,1512.0,1512.0,1512.0
Mali,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0,96221.0
Malta,2937.0,2840.0,2981.0,2756.0,3003.0,2865.0,2985.0,2883.0,3024.0,3057.0,3090.0,2891.0,2935.0,2747.0,2901.0,5222.5,5222.5,5222.5,5222.5,3263.0,3137.0,2705.375,2273.75,1842.125,1410.5,1410.5,1410.5,1775.875,2141.25,2506.625,2872.0,2900.0,2692.0,2698.0,2711.0,3937.0,3865.0,3793.0,3507.0,3221.0,2935.0,3031.0,3072.0,2903.0,3130.0,3216.0,3111.0,3243.0,3221.0,3010.0,1410.5,1410.5,1410.5,1410.5,1410.5,3967.0,4263.0,4318.0,4283.0,4609.0,4163.0,4230.0,4030.0,4030.0
Marshall Islands,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,49.0,243.0,286.9,330.8,374.7,418.6,462.5,506.4,550.3,594.2,638.1,682.0,786.0,775.0,722.25,669.5,616.75,564.0,511.25,458.5,405.75,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0
Martinique,2289.0,2546.0,2514.0,2500.0,2500.0,2455.0,2410.0,2365.0,2320.0,2275.0,2230.0,2280.0,2335.0,2828.75,3322.5,3816.25,4310.0,7876.0,5009.5,2143.0,2041.0,2113.0,2207.0,2203.625,2200.25,2196.875,2193.5,2190.125,2186.75,2183.375,2180.0,2180.0,2292.0,2990.0,3688.0,4386.0,5084.0,5782.0,6480.0,7178.0,7876.0,7876.0,7876.0,7876.0,7876.0,6953.375,6030.75,5108.125,4185.5,3262.875,2340.25,1417.625,495.0,3.0,663.0,1323.0,1983.0,2643.0,3303.0,3963.0,4623.0,4178.0,3822.0,3822.0
Mauritania,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7023.0,35292.0,35348.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0,35509.0
Mauritius,6697.0,2774.5,2774.5,2774.5,6637.0,6701.0,6543.0,7126.0,6418.0,6333.0,6248.0,6506.0,6779.0,6221.0,6980.0,12874.5,12874.5,12800.0,12874.5,6685.0,6404.0,6385.0,6322.0,6506.5,6691.0,6622.0,6581.0,6699.0,6946.0,6880.5,6815.0,6866.0,7275.0,7234.0,7610.0,7986.0,7839.0,7943.0,7956.333333333333,7969.666666666667,7983.0,8310.0,8520.0,8475.0,8646.0,4142.0,6573.0,9004.0,5889.25,2774.5,9170.0,9343.0,9440.0,9682.0,9747.0,10268.25,10789.5,11310.75,11832.0,12353.25,12874.5,12874.5,11839.0,12506.0
Mayotte,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,3999.5,4288.428571428572,4577.357142857143,4866.285714285715,5155.214285714286,5444.142857142857,5733.071428571428,6022.0,5851.0,6505.0,5213.0
Mexico,388857.0,403046.0,412834.0,408275.0,390200.0,424141.0,420298.0,452910.0,444700.0,451511.5,458323.0,476206.0,458915.0,622175.3333333334,785435.6666666667,948696.0,809760.0,684661.6666666666,559563.3333333334,434465.0,424274.0,412345.0,412897.6666666667,413450.3333333333,414003.0,413524.3333333333,413045.6666666667,412567.0,412088.3333333333,411609.6666666667,411131.0,409814.0,416335.0,419074.0,429755.5,440437.0,444885.0,444445.5,444006.0,443566.5,443127.0,459687.0,471538.0,483389.0,495240.0,370811.0,513384.0,288798.0,92252.0,340949.0,589646.0,601259.0,622472.0,632587.0,658512.0,684437.0,693848.0,704803.0,734001.0,948696.0,948696.0,835433.0,788830.0,788830.0
Moldova,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,46637.0,47962.666666666664,49288.333333333336,50614.0,39922.0,41314.0,40901.0,40488.0,40075.0,41852.0,43079.0,41668.0,44689.0,43137.0,43050.0,41948.0,42139.0,43631.0,25774.0,26708.0,39560.0,38060.0,39494.0,25774.0,25774.0,25774.0,32337.333333333332,38900.666666666664,45464.0,36157.0,33781.0,33510.0
Monaco,320.0,351.5,383.0,385.3333333333333,387.6666666666667,390.0,366.0,342.0,318.0,294.0,270.0,269.0,301.0,295.0,378.5,462.0,532.0,537.6666666666666,543.3333333333334,549.0,555.0,448.0,447.0,457.5,468.0,478.5,489.0,499.5,510.0,520.5,531.0,541.5,552.0,562.5,573.0,583.5,594.0,604.5,615.0,625.5,636.0,564.0,617.0,525.0,601.0,576.4285714285714,551.8571428571429,527.2857142857143,502.7142857142857,478.1428571428571,453.57142857142856,429.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Mongolia,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,17300.0,15800.0,14668.4375,13536.875,16118.4375,18700.0,16400.0,16458.0,16516.0,16574.0,16632.0,16690.0,16748.0,16806.0,16864.0,16922.0,16980.0,15799.0,15849.0,15899.0,15949.0,15999.0,15857.0,16064.666666666666,16272.333333333334,16480.0,16682.0,16259.0,15413.0,16911.0,17276.0,19155.0,17761.0,17247.0,16521.0,17620.0,17964.3125,18308.625,18652.9375,18997.25,19341.5625,19685.875,13536.875,19041.0,13536.875
Montenegro,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5847.0,5922.0,5917.0,6014.0,6329.0,6464.0,6523.0,6504.0,6595.0,7286.5,7177.25,7068.0,6169.0,6329.0
Montserrat,136.0,128.0,116.0,107.0,120.0,139.0,148.0,115.0,138.0,130.5,123.0,144.0,107.0,131.0,158.25,185.5,185.5,185.5,144.25,103.0,117.0,114.0,117.33333333333333,120.66666666666667,124.0,123.0,125.5,128.0,130.5,133.0,135.5,138.0,140.5,143.0,145.5,148.0,150.5,153.0,155.5,158.0,160.5,163.0,165.5,168.0,170.5,173.0,175.5,178.0,180.5,183.0,185.5,185.5,185.5,171.0,156.78571428571428,142.57142857142858,128.35714285714286,114.14285714285714,99.92857142857143,85.71428571428572,71.5,71.5,71.5,71.5
Morocco,131178.75,131178.75,128269.32608695653,125359.90217391304,122450.47826086957,119541.05434782608,116631.63043478261,113722.20652173914,110812.78260869565,107903.35869565218,104993.93478260869,102084.51086956522,99175.08695652174,96265.66304347826,93356.23913043478,90446.8152173913,87537.39130434782,84627.96739130435,81718.54347826086,78809.11956521739,75899.6956521739,72990.27173913043,70080.84782608695,67171.42391304347,64262.0,65472.0,74704.0,29740.75,47563.5,65386.25,83209.0,82729.0,83853.0,84977.0,86101.0,87225.0,95111.0,95236.25,95361.5,95486.75,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0,95612.0
Mozambique,1037.0,1216.0,4067.0,6445.0,7365.0,8285.0,9205.0,10125.0,11045.0,11965.0,12885.0,14080.0,16752.0,16885.0,17670.14814814815,18455.296296296296,19240.444444444445,20025.59259259259,20810.74074074074,21595.88888888889,22381.037037037036,23166.185185185186,23951.333333333332,24736.48148148148,25521.62962962963,26306.777777777777,27091.925925925927,27877.074074074073,28662.222222222223,29447.370370370372,30232.51851851852,31017.666666666668,31802.814814814814,32587.962962962964,33373.11111111111,34158.25925925926,34943.40740740741,35728.555555555555,36513.7037037037,37298.851851851854,38084.0,36224.4,34364.8,32505.2,30645.6,28786.0,26926.4,25066.8,23207.2,21347.600000000002,19488.0,17628.4,15768.800000000001,13909.2,12049.600000000002,10190.000000000002,8330.400000000001,6470.800000000001,4611.200000000002,2751.6000000000017,892.0,19488.0,38084.0,38084.0
Myanmar,51804.0,51804.0,51804.0,51804.0,51804.0,51804.0,45943.0,42465.230769230766,38987.46153846154,35509.692307692305,32031.923076923078,28554.153846153844,25076.384615384613,21598.615384615383,18120.846153846152,14643.076923076922,11165.307692307691,7687.538461538459,4209.769230769229,732.0,742.0,729.5,717.0,11447.869565217392,22178.739130434784,32909.608695652176,43640.47826086957,54371.34782608696,65102.21739130435,75833.08695652174,86563.95652173914,97294.82608695653,108025.69565217392,118756.56521739131,129487.4347826087,140218.3043478261,150949.1739130435,161680.04347826086,172410.91304347827,183141.78260869568,193872.65217391305,204603.52173913043,215334.39130434784,226065.26086956525,236796.13043478262,247527.0,266206.0,483373.0,403110.0,322847.0,242584.0,250874.0,257216.0,278533.0,245860.0,213187.0,231210.0,264620.0,266793.3333333333,268966.6666666667,271140.0,214037.0,214037.0,214037.0
Namibia,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,37592.0,36099.6,34607.2,33114.8,31622.4,30130.0,28637.6,27145.2,25652.8,24160.399999999998,22668.0,22799.727272727272,22931.454545454544,23063.18181818182,23194.909090909092,23326.636363636364,23458.363636363636,23590.090909090908,23721.81818181818,23853.545454545456,23985.272727272728,24117.0,24117.0,24117.0
Nauru,28.0,28.0,28.0,11.0,29.5,48.0,39.0,50.0,175.25,300.5,425.75,551.0,676.25,801.5,926.75,1052.0,1846.0,1832.0,1240.6666666666665,649.3333333333333,58.0,150.0,242.0,334.0,426.0,518.0,610.0,702.0,794.0,886.0,978.0,942.88,907.76,872.64,837.52,802.4,767.28,732.16,697.04,661.9200000000001,626.8000000000001,591.6800000000001,556.5600000000001,521.44,486.32000000000005,451.20000000000005,416.08000000000004,380.96000000000004,345.84000000000003,310.72,275.6,240.48000000000005,205.36000000000007,170.24000000000007,135.12000000000006,100.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
Nepal,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,215784.0,207203.4,198622.8,190042.2,181461.6,172881.0,164300.4,155719.8,147139.2,138558.6,129978.0,136826.5,143675.0,150523.5,157372.0,164220.5,171069.0,177917.5,184766.0,191614.5,198463.0,198463.0,198463.0,198463.0
Netherlands,88321.0,93969.0,95734.0,93437.0,98042.0,100516.0,99792.0,104989.0,107473.0,108858.0,110243.0,113576.0,110682.0,109250.0,161953.0625,214656.125,214656.125,214656.125,214656.125,114279.0,115515.0,117264.0,117761.0,74462.0625,31163.125,31163.125,31163.125,31163.125,64094.75,97026.375,129958.0,129887.0,137795.0,133471.0,136154.0,31163.125,31163.125,31163.125,67567.75,103972.375,140377.0,142355.0,141936.0,136553.0,136402.0,101322.375,66242.75,31163.125,31163.125,136058.0,135741.0,140813.0,141245.0,139223.0,147010.0,148997.0,150214.0,153363.0,151885.0,168678.0,170972.0,170112.0,169521.0,172165.0
Netherlands Antilles,969.0,935.0,1008.0,977.0,983.0,989.0,1017.0,1082.0,1091.6666666666667,1101.3333333333333,1111.0,1128.0,1061.0,1047.7142857142858,1034.4285714285713,1021.1428571428571,1007.8571428571429,994.5714285714286,981.2857142857143,968.0,966.0,957.0,979.25,1001.5,1023.75,1046.0,1110.0,1219.0,1181.6666666666667,1144.3333333333333,1107.0,1316.0,1354.5,1340.0,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5,1354.5
New Caledonia,677.0,663.0,704.0,731.0,897.5,1064.0,895.0,941.0,975.3333333333334,1009.6666666666666,1044.0,1245.0,999.0,1045.0,1360.0,1675.0,1675.0,1675.0,1675.0,1675.0,973.0,974.0,830.0,852.0,874.0,864.0,864.0,877.4,890.8,904.2,917.6,931.0,954.0,1060.0,1038.0,1016.0,982.0,1019.25,1056.5,1093.75,1131.0,1121.0,1121.0,1116.0,1114.5,1113.0,1207.0,1173.0,1235.0,831.0,427.0,427.0,712.5,998.0,1283.5,1569.0,1529.0,1565.5,1602.0,1638.5,1675.0,902.0,1440.0,1440.0
New Guinea,68.0,68.0,68.0,68.0,68.0,68.0,55.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0
New Guinea [Aust.],40.0,48.0,62.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
New Zealand,21782.0,22081.0,22416.0,22861.0,22976.0,23778.0,23007.0,24464.0,24161.0,24235.0,24309.0,24801.0,25314.0,25214.0,25114.0,25198.333333333332,25282.666666666668,25367.0,25388.0,26676.0,25150.0,25532.0,25991.0,26735.5,27480.0,27045.0,27419.0,27230.5,27042.0,26771.5,26501.0,27249.0,27243.0,27092.0,27960.0,27471.0,26206.0,26610.75,27015.5,27420.25,27825.0,28065.0,28010.0,28419.0,27034.0,28245.0,28522.0,29188.0,28964.0,29523.0,30082.0,30099.0,29568.0,31062.0,31608.0,31179.0,33339.0,33216.0,34260.0,32613.0,34929.0,35949.0,35949.0,35949.0
Nicaragua,12185.0,11799.0,11593.0,11918.0,11855.0,12404.0,14220.0,9864.0,10408.0,11988.5,13569.0,13446.5,13324.0,11884.666666666666,10445.333333333334,9006.0,20922.0,20375.0,24091.5,27808.0,18275.0,8742.0,27808.0,18399.5,8991.0,27008.0,24109.4,21210.8,18312.2,15413.6,12515.0,12795.2,13075.4,13355.6,13635.8,13916.0,14804.0,10818.0,11540.125,12262.25,12984.375,13706.5,14428.625,15150.75,15872.875,16595.0,17288.0,18079.0,18827.384615384617,19575.76923076923,20324.153846153848,21072.53846153846,21820.923076923078,22569.30769230769,23317.69230769231,24066.076923076922,24814.46153846154,25562.846153846152,26311.23076923077,27059.615384615383,27808.0,26853.0,1864.0,1864.0
Niger,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0,6761.0
Nigeria,5067.0,4281.0,5540.0,6801.0,8062.0,9323.0,9894.0,9569.0,9934.0,10299.0,10664.0,10108.0,10786.0,9922.222222222223,9058.444444444445,8194.666666666666,7330.888888888889,6467.111111111111,5603.333333333333,4739.555555555555,3875.7777777777774,3012.0,512352.3333333333,1021692.6666666666,1531033.0,1570689.0,1622522.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0,1679310.0
Niue,42.0,28.0,32.0,44.0,42.5,41.0,39.5,38.0,36.5,35.0,33.5,32.0,30.5,29.0,27.5,26.0,26.0,28.666666666666668,31.333333333333332,34.0,24.0,27.0,24.0,20.0,16.0,22.0,13.0,13.31578947368421,13.631578947368421,13.947368421052632,14.263157894736842,14.578947368421053,14.894736842105264,15.210526315789474,15.526315789473685,15.842105263157894,16.157894736842106,16.473684210526315,16.789473684210527,17.105263157894736,17.42105263157895,17.736842105263158,18.05263157894737,18.36842105263158,18.684210526315788,19.0,9.0,13.0,12.0,10.5,9.0,28.5,48.0,48.0,27.5,7.0,14.0,19.0,14.0,12.0,13.0,21.0,21.0,17.0
Niue Island,54.0,54.0,54.0,54.0,54.0,54.0,45.0,46.0,40.0,34.0,28.0,40.0,45.0,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75
Norfolk Island,11.0,14.0,13.0,6.0,15.0,15.166666666666666,15.333333333333334,15.5,15.666666666666666,15.833333333333334,16.0,9.0,9.5,10.0,16.75,23.5,23.5,20.333333333333332,17.166666666666668,14.0,14.0,14.5,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.818181818181818,14.636363636363637,14.454545454545455,14.272727272727273,14.090909090909092,13.909090909090908,13.727272727272727,13.545454545454545,13.363636363636363,13.181818181818182,13.0,11.0,20.0,19.333333333333332,18.666666666666668,18.0,20.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
North Korea,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0,715609.0
North Macedonia,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,14789.0,16022.0,15591.0,36061.75,35782.27777777778,35502.805555555555,35223.333333333336,34943.86111111111,34664.38888888889,34384.916666666664,34105.444444444445,33825.97222222222,33546.5,33267.02777777778,32987.555555555555,32708.083333333332,32428.61111111111,32149.13888888889,31869.666666666668,31590.194444444445,31310.722222222223,31031.25,30751.777777777777,30472.305555555555,30192.833333333332,29913.36111111111,29633.88888888889,29354.416666666668,29074.944444444445,28795.472222222223,28516.0,22459.0,20187.0,19808.0
Northern Ireland,14695.5,14695.5,14695.5,14695.5,14695.5,14695.5,14695.5,15497.75,16300.0,16251.0,16202.0,17032.0,17669.0,17327.0,16500.0,16567.0,16634.0,16701.0,16768.0,16835.0,16256.0,15918.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0,16039.0
Northern Mariana Islands,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,120.0,116.0,112.0,115.44444444444444,118.88888888888889,122.33333333333333,125.77777777777777,129.22222222222223,132.66666666666666,136.11111111111111,139.55555555555554,143.0,146.44444444444446,149.88888888888889,153.33333333333334,156.77777777777777,160.22222222222223,163.66666666666666,167.11111111111111,170.55555555555557,174.0,138.0,176.0,172.33333333333334,168.66666666666666,165.0,163.0,185.0,202.0,211.0,220.0,232.0,221.0,209.0,209.0,209.0,209.0,209.0,209.0
Norway,33313.0,34318.0,36850.0,34928.0,33740.0,36010.0,36216.0,37668.0,38100.0,38540.5,38981.0,39375.0,39958.0,39407.0,47416.25,55425.5,51904.125,48382.75,44861.375,41340.0,41454.0,42224.0,37153.833333333336,32083.666666666664,27013.5,27013.5,27013.5,27013.5,32983.333333333336,38953.166666666664,44923.0,44731.0,46597.0,43800.0,45117.0,47985.0,55425.5,45139.0,44753.0,44367.0,43981.0,44465.0,42478.0,41200.0,41232.0,44761.0,43750.0,44771.0,44740.0,50082.75,55425.5,55425.5,55425.5,55425.5,53507.857142857145,51590.21428571428,49672.57142857143,47754.92857142857,45837.28571428572,43919.642857142855,42002.0,42902.5,43803.0,44255.0
Oman,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,5484.0,6769.0,7298.0,7098.0,7382.5,7667.0,7884.0,7669.0,7819.0,6824.142857142857,5829.285714285714,4834.428571428572,3839.5714285714284,2844.7142857142853,1849.8571428571427,855.0,1035.0,982.0,201.0
