Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Burundi,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110045.0,110345.0,110775.0,110775.0
Cabo Verde,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2593.0,2802.90625,3012.8125,3222.71875,3432.625,2779.0,3432.625,2576.0,2526.8333333333335,2477.6666666666665,2428.5,2379.3333333333335,2330.1666666666665,2281.0,2371.8,2462.6,2553.4,2644.2,2735.0,2739.1428571428573,2743.285714285714,2747.4285714285716,2751.5714285714284,2755.714285714286,2759.8571428571427,2764.0,2768.1428571428573,2772.285714285714,2776.4285714285716,2780.5714285714284,2784.714285714286,2788.8571428571427,2793.0,2797.1428571428573,2801.285714285714,2805.4285714285716,2809.5714285714284,2813.714285714286,2817.8571428571427,2822.0,2846.0,2873.0,2897.0,2917.0,2860.8333333333335,2804.6666666666665,2748.5,2692.3333333333335,2636.1666666666665,2580.0,2497.0,2667.25,2837.5,3007.75,3178.0,3032.0,2925.0,2925.0
Cambodia,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0
Cameroon,826.0,826.0,826.0,826.0,481.0,563.1153846153846,645.2307692307693,727.3461538461538,809.4615384615385,891.5769230769231,973.6923076923076,1055.8076923076924,1137.923076923077,1220.0384615384614,1302.1538461538462,1384.2692307692307,1466.3846153846152,1548.5,1630.6153846153845,1712.7307692307693,1794.8461538461538,1876.9615384615383,1959.076923076923,2041.1923076923076,2123.3076923076924,2205.4230769230767,2287.5384615384614,2369.653846153846,2451.7692307692305,2533.8846153846152,2616.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0,2843.0
Canada,140985.0,143699.0,147367.0,145850.0,147000.0,149863.0,86559.75,23256.5,154449.0,155860.5,157272.0,162413.0,164039.0,166794.0,95025.25,23256.5,23256.5,23256.5,23256.5,171473.0,171029.0,174413.0,174484.0,177903.5,181323.0,184224.0,184953.0,190011.0,193218.25,196425.5,199632.75,202840.0,206047.25,209254.5,212461.75,215669.0,216442.8,217216.6,217990.4,218764.2,219538.0,223603.0,226169.0,226584.0,231240.0,228079.0,235217.0,240961.0,241857.66666666666,242754.33333333334,243651.0,252309.0,256982.0,268056.0,267634.5,267213.0,276689.0,283706.0,284085.0,297862.5,311640.0,336995.0,23256.5,23256.5
Cape Verde Islands,2543.0,2452.0,3134.625,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0
Cayman Islands,68.0,51.0,61.0,63.0,65.0,67.0,214.0,46.0,52.333333333333336,58.666666666666664,65.0,67.0,76.0,68.0,63.58,59.16,54.74,50.32,45.9,105.0,106.0,108.0,105.0,113.0,121.0,129.0,103.0,109.0,115.0,121.0,127.0,128.0,133.0,149.0,146.57142857142858,144.14285714285714,141.71428571428572,139.28571428571428,136.85714285714286,134.42857142857142,132.0,120.0,153.0,196.0,170.0,182.0,160.0,166.0,152.0,152.0,176.0,184.0,182.0,163.0,170.0,193.0,216.0,214.0,250.0,215.0,272.0,299.5,299.5,299.5
Ceylon,81653.0,88928.0,91066.0,95401.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0,96202.0
Chad,931.0,931.0,931.0,931.0,4636.243243243243,8341.486486486487,12046.72972972973,15751.972972972973,19457.216216216217,23162.45945945946,26867.702702702703,30572.945945945947,34278.18918918919,37983.43243243243,41688.67567567568,45393.91891891892,49099.16216216216,52804.40540540541,56509.648648648654,60214.89189189189,63920.13513513513,67625.37837837837,71330.62162162163,75035.86486486487,78741.1081081081,82446.35135135136,86151.5945945946,89856.83783783784,93562.08108108108,97267.32432432432,100972.56756756757,104677.81081081081,108383.05405405405,112088.29729729731,115793.54054054055,119498.78378378379,123204.02702702703,126909.27027027027,130614.51351351352,134319.75675675675,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0,138025.0
Channel Islands,1421.0,1308.0,1422.0,1312.0,1338.0,1364.0,1324.0,1515.0,1517.0,1519.0,1521.0,1483.0,1497.0,1517.0,2264.5,3012.0,3066.0,2982.0,4217.0625,5452.125,5452.125,5452.125,5452.125,3467.5625,1483.0,1488.0,1416.0,1399.0,1414.6666666666667,1430.3333333333333,1446.0,1345.0,1555.0,5452.125,5452.125,556.0,540.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0
Chile,91348.0,94874.0,98293.0,94058.0,97241.46875,100424.9375,103608.40625,106791.875,109975.34375,113158.8125,116342.28125,119525.75,122709.21875,125892.6875,129076.15625,132259.625,118328.96875,104398.3125,90467.65625,76537.0,73446.0,72436.0,74528.0,74031.0,73534.0,72209.0,72739.6,73270.2,73800.8,74331.4,74862.0,75153.5,75445.0,76454.0,77463.0,78472.0,80257.0,80661.0,81065.0,81469.0,81873.0,81079.0,83672.0,86138.0,85888.5,85639.0,93000.0,90168.0,92088.4,94008.8,95929.2,97849.6,99770.0,101960.0,106288.51785714286,110617.03571428571,114945.55357142857,119274.07142857142,123602.58928571429,127931.10714285714,132259.625,132259.625,121975.0,126883.0
China,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,4792500.0,5785000.0,6777500.0,7770000.0,7800000.0,4792500.0,6317250.0,7842000.0,7949800.0,8057600.0,8165400.0,8273200.0,8381000.0,8488800.0,8596600.0,8704400.0,8812200.0,8920000.0,9169023.0,9391021.0,9473552.0,4792500.0,9600000.0,9660000.0,9720000.0,9770000.0,9750000.0,9770000.0,9860000.0,9930000.0,9980000.0,10060000.0,10140000.0,10463674.0,11166696.0,4792500.0
China (Taiwan),73823.0,72921.0,71734.0,69261.0,67887.0,69780.0,71861.0,73650.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0,73078.0
China - Hong Kong SAR,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,31738.0,32847.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0,32831.0
China - Macao SAR,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1356.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0
China Hong Kong SAR,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,42346.0,43917.0,27011.9375,10106.875,10106.875,46905.0,46829.0,47400.0,48957.0,48957.0,48957.0,48957.0,48957.0,48957.0
China Macao SAR,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1841.0,1920.0,5250.0,5859.0,2248.0,1743.5,1239.0,734.5,230.0,230.0,230.0,230.0,230.0
Christmas Island,5.0,5.0,5.0,5.0,5.0,5.0,9.0,14.0,10.666666666666666,7.333333333333333,4.0,8.0,6.0,7.0,8.0,9.0,10.0,12.5,15.0,17.5,14.4,11.3,8.2,5.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Christmas Island [Aust.],11.0,16.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Cocos (Keeling) Islands,6.5,5.0,3.0,4.0,4.142857142857143,4.285714285714286,4.428571428571429,4.571428571428571,4.714285714285714,4.857142857142857,5.0,4.0,4.0,3.625,3.25,2.875,2.5,2.875,3.25,3.625,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Cocos Islands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cocos Keeling Islands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Colombia,175612.0,177208.0,176898.0,175349.0,175030.5,174712.0,179676.0,184078.66666666666,188481.33333333334,192884.0,197286.66666666666,201689.33333333334,206092.0,210494.66666666666,214897.33333333334,219300.0,184545.0,149790.0,115035.0,80280.0,80280.0,80280.0,80280.0,80280.0,80280.0,80280.0,80280.0,80280.0,108084.0,135888.0,163692.0,80280.0,80280.0,131555.33333333334,182830.6666666667,234106.0,234090.0,235112.0,220579.0,206046.0,191513.0,192262.0,193267.0,188933.0,188795.0,192814.0,193936.0,196943.0,193580.0,193226.0,192872.0,196842.0,203058.0,210028.0,216553.0,223078.0,227624.0,235989.5,244355.0,273533.5,302712.0,251613.0,302712.0,273772.0
Comoros,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5388.0,5740.0,6092.0,6444.0,6796.0,7148.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
Cook,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
Cook Islands,161.0,168.16666666666666,175.33333333333334,182.5,175.25,168.0,162.0,155.88888888888889,149.77777777777777,143.66666666666666,137.55555555555554,131.44444444444446,125.33333333333334,119.22222222222223,113.11111111111111,107.0,172.0,156.0,140.0,124.0,102.0,130.0,129.0,104.5,80.0,90.0,89.86666666666666,89.73333333333333,89.6,89.46666666666667,89.33333333333333,89.2,89.06666666666666,88.93333333333334,88.8,88.66666666666667,88.53333333333333,88.4,88.26666666666667,88.13333333333334,88.0,97.0,86.0,99.0,92.0,85.0,87.0,59.0,74.0,73.0,72.0,59.0,115.0,61.0,102.0,64.0,93.0,121.0,105.0,105.0,105.0,105.0,105.0,105.0
Costa Rica,9726.0,10861.0,11376.0,12269.0,12541.5,12814.0,12366.2,11918.4,11470.6,11022.8,10575.0,10855.0,9702.0,9512.0,12279.333333333334,15046.666666666668,17814.0,17250.0,13259.0,9268.0,8990.0,9168.0,9432.0,9962.5,10493.0,10449.0,10687.0,10944.0,11226.666666666666,11509.333333333334,11792.0,12253.0,12719.5,13186.0,13652.5,14119.0,14585.5,15052.0,15237.666666666666,15423.333333333334,15609.0,15004.0,15800.0,15949.0,16139.0,16766.0,17070.0,18021.0,18281.0,18541.0,18801.0,19200.0,19647.0,20553.0,39.0,22603.0,23251.0,23786.0,24292.0,26209.0,31093.0,28931.0,29189.0,30185.0
Croatia,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,54832.0,51800.0,50846.0,49482.0,50723.0,51964.0,52311.0,51953.0,42693.083333333336,33433.16666666667,24173.25,24173.25,24173.25,24173.25,24173.25,24173.25,31153.9375,38134.625,45115.3125,52096.0,51019.0,51710.0,50386.0,50839.0,54205.0,53932.666666666664,53660.333333333336,53388.0,53115.666666666664,52843.333333333336,52571.0,42553.0,35811.0,35269.0
Cuba,45945.0,51580.0,49610.0,47600.0,29489.5,11379.0,19437.4,27495.8,35554.2,43612.6,51671.0,48534.0,51238.0,88394.16666666666,125550.33333333333,162706.5,162706.5,162706.5,109206.75,55707.0,57814.0,56485.0,58346.0,61388.0,64430.0,63145.0,65079.0,67944.0,67212.0,69460.5,71709.0,75457.0,78504.0,57089.33333333333,35674.666666666664,14260.0,14708.0,30879.75,47051.5,63223.25,79395.0,73882.0,78434.0,81095.0,84824.0,85194.0,85564.0,85934.0,86304.0,86674.0,87044.0,89372.0,92273.0,96330.0,99693.0,99388.0,106949.0,106196.0,109089.0,135897.75,162706.5,120108.0,117739.0,117739.0
Curacao,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,1246.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0
Curaçao,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1420.0,1399.0,1387.0,1537.0,1687.0,1575.0,1510.0,1570.0
Cyprus,3886.5,3886.5,3886.5,3900.0,3886.5,3886.5,3970.0,4464.0,4290.0,4683.214285714285,5076.428571428572,5469.642857142857,5862.857142857143,6256.071428571428,6649.285714285715,7042.5,7042.5,7042.5,7042.5,5814.0,5332.0,5435.0,5560.0,5606.5,5653.0,5629.0,5828.5,6028.0,6098.0,6168.0,6238.0,6025.0,5812.0,5599.0,5386.0,5173.0,5432.0,5070.0,5077.125,5084.25,5091.375,5098.5,5105.625,5112.75,5119.875,5127.0,5391.0,5194.0,5182.0,5392.0,5504.0,5665.0,5141.0,5250.0,5859.0,6056.25,6253.5,6450.75,6648.0,6845.25,7042.5,7042.5,6742.0,6742.0
Czech Republic,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,119521.25,118185.0,117373.0,117913.0,112744.0,109527.0,109768.0,109097.0,108426.0,107755.0,108243.0,111288.0,107177.0,107938.0,104441.0,104636.0,104948.0,107421.0,106844.0,106848.0,108189.0,109160.0,105665.0,111173.0,111173.0,111173.0,111173.0,111173.0,111173.0,111173.0,111173.0,111173.0,111173.0
Czechia,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,139891.0,120219.0,112795.0,112211.0
Czechoslovakia,126376.0,138716.0,133107.0,134399.0,140891.0,142141.0,144425.0,153031.0,160984.0,163107.5,165231.0,160615.0,168196.0,171325.0,169566.0,239186.75,239186.75,239186.75,239186.75,186116.0,180039.0,181158.0,186907.0,185506.0,184105.0,185718.0,179224.0,178000.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0,181628.0
Côte d'Ivoire,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0,196629.0
DR Congo,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,22414.0,19943.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0,20042.0
Dahomey,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0,1154266.0
Denmark,43310.0,45334.0,45773.0,46811.0,47857.0,49344.0,47836.0,47164.0,47855.0,48356.5,48858.0,50445.0,50526.0,51457.0,61710.0,71963.0,34995.0,71963.0,63951.0,55939.0,56359.0,55368.0,57156.0,57767.0,58378.0,58100.0,58136.0,59034.0,59420.0,59500.5,59581.0,60821.0,62809.0,61148.0,63216.0,34995.0,39663.6,44332.2,49000.8,53669.4,58338.0,58610.0,57574.0,55806.0,54962.0,55477.0,55034.0,54591.0,54872.0,54368.0,53346.5,52325.0,52471.0,51340.0,52555.0,52824.0,53261.0,55232.0,53958.0,54645.0,44515.0,38267.0,35581.0,57071.0
Djibouti,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1069.3,1127.6,1185.9,1244.2,1302.5,1360.8,1419.1,1477.4,1535.7,1594.0,1594.0,1594.0,1594.0
Dominica,799.0,658.0,826.0,605.0,760.5,916.0,284.0,347.2,410.4,473.6,536.8,600.0,663.2,726.4,789.6,852.8000000000001,916.0,858.0,685.3333333333334,512.6666666666667,340.0,406.0,418.44444444444446,430.8888888888889,443.3333333333333,455.77777777777777,468.22222222222223,480.6666666666667,493.1111111111111,505.55555555555554,518.0,566.0,558.0,530.0,521.5,513.0,595.0,573.75,552.5,531.25,510.0,594.0,557.0,561.375,565.75,570.125,574.5,578.875,583.25,587.625,592.0,611.0,630.0,648.6666666666666,667.3333333333334,686.0,686.0,686.0,686.0,686.0,686.0,686.0,686.0,686.0
Dominican Republic,26018.0,22359.0,17261.625,12164.25,7066.875,1969.5,1969.5,27834.0,27612.0,26428.5,25245.0,27538.0,26429.0,34369.333333333336,42309.666666666664,50250.0,50018.0,67621.5,67621.5,26211.0,24743.0,26589.0,27007.333333333332,27425.666666666668,27844.0,27714.333333333332,27584.666666666668,27455.0,27325.333333333332,27195.666666666668,27066.0,23717.0,24041.333333333332,24365.666666666668,24690.0,25014.333333333332,25338.666666666668,25663.0,25987.333333333332,26311.666666666668,26636.0,26166.0,28343.0,30118.0,30709.5,31301.0,32620.0,32494.0,31580.0,33535.0,35490.0,35636.0,35507.0,38997.0,35479.0,43971.0,43002.0,42199.0,44024.0,42789.0,51182.0,48828.0,52109.0,52732.0
